tweet,sentiment
Praying 🙏🏼 for all #cosplayers as every con on earth is cancelled one by one (especially our biannual pilgrimage to officialpowermorphicon 😩) #powerrangers #itsmorphintime #lordzedd #cosplay #coronavirus #quarantine… https://t.co/HOkDsQdoJg,0.0
"Millionaire-owned @Potbelly says it will return $10 million #Coronavirus #SmallBusiness aid it stole from America's starving #SmallBusinesses, #Startups, #Entrepreneurs, #Freelancers, and #TaxPayers; following others after outrage…

 https://t.co/9LKSDZHejA #PPP #TrumpVirus #SMB",0.0
"USGS reports a M0.99 #earthquake 10km SW of Corona, CA on 4/26/20 @ 8:51:50 UTC https://t.co/sXRyAoUAuB #quake",0.0
"A 1.0 magnitude earthquake occurred 6.21mi SW of Corona, CA. Details: https://t.co/qDRYKEtreY Map: https://t.co/iluLot9Gnw",0.0
"#danceofthereddeath #covid_19 #ballet#balletdancer #coronavirus #pandemicart#covid_19art#virusart#coronavirusart #red#manhattan#fever#2020 @ Hell's Kitchen, Manhattan https://t.co/XdHNyYEdDS",0.0
Our covid clinic could not have happened without @victoria0621 💎.  She screened all of our patients and had every chart perfect for show time.  This allowed crystalaestheticinjector and @surfacemed to be outside all… https://t.co/YOOBvUDF02,0.5
"Another day... make it count!
The Lockdown Sessions, a Jazz EP composed and recorded during covid-19 Lockdown
.
Click on my bio link @MartinStrang3 to listen The Lockdown Sessions in your favorite… https://t.co/4yjLnWEokp",0.5
#coronavirus #covid19 #ficaemcasa @ Johns Hopkins Hospital https://t.co/c10ga2GZxU,0.0
"#LAMarathon #democrat #california #liberallogic #trump #trump2020 #coronavirus #covid19 @ Los Angeles, California https://t.co/S8wNqKBpDZ",0.0
"The dangerous 'morality' behind Trump's 'Open it Up' terrorist insurrection!
 https://t.co/JvJPOHU4eO",-0.3333333333333333
"“The Senate on Tuesday passed a nearly $500 billion coronavirus ""Phase 3.5"" relief bill that would replenish a small business rescue program known as the Paycheck Protection Program (PPP)” @ Johnsonville, South Carolina https://t.co/7P7hS7lzcF",-0.075
Coronavirus and the impact on tobacco farmers  https://t.co/XMBPYUzb5x,0.4
"Trump should be removed by #25thAmendment for illegally, unethically, and immorally floating unfounded &amp; deadly coronavirus treatments!
 https://t.co/Gz6F6mkZ4w",0.0
"Just Fucking Stay At Home 
LINK IN BIO Single Out NOW #stayathome #isolate #staysafe ! #covid_19 #alfoilhats #goforasock #juststayathome #punk #numetal #corona #justfuckingstayathome #hazmatsuit #mask #isolation… https://t.co/yvX9lbGgr4",-0.375
"Please pray for my beautiful mom, Debbie Lakey, as she fell last night in her kitchen and is having hip replacement surgery this morning... Due to Covid-19 my dad or our family can be there. We love you mom and know… https://t.co/x0gwStw2Av",0.8
"Have you considered what the name ‘Corona Virus’ really means? CORONA is Spanish for CROWN, which one of the definitions is… “a thing that rests on the top”. And one of the definitions for VIRUS is… “a corrupting,… https://t.co/PIYIlorBNM",0.21212121212121213
"Have you considered what the name ‘Corona Virus’ really means? CORONA is Spanish for CROWN, which one of the definitions is… “a thing that rests on the top”. And one of the definitions for VIRUS is… “a corrupting,… https://t.co/M2ycCX5alD",0.0
"In my garage and I'm just simply blown away by the amount of potential home cures for COVID-19 I have! 

#questionablescience
#webmddoctorate
#trumpuniversity
#altdoctor
#maga
#darwinism
#humor @ North Kingstown,… https://t.co/OhRkQ4pTsM",0.7
"Good Morning 🌞 It’s #sundayfunday 💙 #mentalhealthadvocate 
•
Just doesn’t feel the same during this #stayathome #coronavirus prevention. Yet am determined to keep my spirits up. Doing my best to not take myself too… https://t.co/tr85cDZ9Vx",0.0
Saw a post from a friend this morning and it immediately took me back to Oct 2018 and had to post. Nothing better than Sweet Caroline in Fenway Park. Can’t wait until we can do this again! Go away CoVid-19. @redsox… https://t.co/bHPxhm1pTY,0.5666666666666667
"Emil • @emilcohen • COVID-19 Self Portrait • @ New York, New York https://t.co/pfXCksRscP",0.3125
"Good Morning!
We can not wait to welcome you back!
We still have 20% Gift Certificate, Get Yours! 
See you soon!
https://t.co/9taeNjDn7O
#keywest #smallbusinessrelief #covid19 #bahamavillage #frenchcafe #behealthy #takecare https://t.co/XN90rN14Ym",0.025
"Good Morning. During the current Coronavirus (COVID-19) outbreak, the Township of Ocean Historical Museum will be closed.  We are currently closed through Friday, May 1, 2020.  Please continue to check with us to see if that date has changed. https://t.co/EhhAXnxucc https://t.co/Bd2YHvZbeB",0.5583333333333333
"Wild Wild West or Coronavirus trip to Publix: you decide.
#socialdistancing #coronavirus #bandanastyle @ Publix Super Market at Shoppes at Mission Trace https://t.co/mtnQwIr9Yv",0.11666666666666665
We have been working behind the scenes to bring a new way to experience movies at your next private parties post Covid-19 on our 8 foot screen perfect for a 50 person party with Earth shattering bass and crystal… https://t.co/4oUPJAZz6q,0.16785714285714287
Corona NY Sun Apr 26th AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,0.09772727272727272
"Even throughout this Covid-19 Pandemic, Elise Esthetics Institute determined to train our students through distant learning. Our program never stopped. If you are passionate about skincare and makeup 💄 and want to be… https://t.co/UaPxTbbJaU",0.3333333333333333
"#25thAmendmentNow: Trump is exhibiting all the symptoms of a hydroxychloroquine overdose!

 https://t.co/uFRf6xzgqX #TrumpVirus #JunkieTrump #DrugAddictTrump #Trumpocalypse #Trumpandemic #FailingTrump #MentallyImpairedTrump #25thAmendment #Coronavirus #COVID19 #Pandemic #SnakeOil",0.0
"Meredith Newman andBrittany Horn,

Black and Hispanic Delawareans are being infected with the coronavirus at a drastically higher rate than white residents, reflecting a grim nationwide trend, according to data… https://t.co/DpQfcpxX7X",0.1462121212121212
"Dear Governor JB Pritzker,

As you can see I am one of many essential workers. I love what I do. Before Covid-19 we stood/stand on the front line dealing with plenty of of other contagious viruses and we still are… https://t.co/tM0KXXeR4b",-0.25
Was supposed 2b performing Miami Live this weekend but postponed due to covid 19 🦠😷👎 so heres a new single! “GOD DAYUM” enjoy 🔊🎶💪 (link in bio) #goddayum #jevipesci #lonjevity #hotnewhiphop #hiphop #randb #music… https://t.co/pcXGo3Llb6,0.21875
"Sounds Bout Right!! #taurusseason 
#Buytheblock #covid #Truth #Phillysupportphilly #NorthPhilly #SouthPhilly #WestPhilly #CCPhilly #musicislove #pressed #Money #radio #relationship… https://t.co/K3a6YSgiJy",0.0
"Happy alien day! Keeping with the whole covid mask series I created a xenomorph class covid-adapted mask. I am fairly certain that a creature with acid for blood is not affected by covid-19 though.
.
.
.
#cornfu… https://t.co/jq0D2v2O7j",0.16818181818181818
Adapting and changing! Finding growth and inspiration despite COVID-19 #supportsmallbusiness #shoplocal #smallbusiness #coronavirus #staypositive #letsdothis @mackidfxbg @FredParent @spotsylvaniatc @ Wiggle Worms https://t.co/VeCqQfsiGg,0.10909090909090907
"The World Slowly Opens #covid19 #panamacitybeach #baycounty #beachaccess #sunset #beach #sky #saturdayvibes @ Panama City Beach, Florida https://t.co/54U4w3Zj5Y",0.22544642857142855
"Bloomfield Pulse Condolences to all the families 
Essex County Coronavirus Cases Updated: Sunday, April 26, 2020

• Social distancing, hand hygiene, and other steps to prevent infection must be followed at all times… https://t.co/yPniVA8W4X",0.2272727272727273
"I just wanted to give you an update as to what is going to be happening with Fit Chick Express come May, due to the COVID-19 issue.

I made the decision (with some feedback from some boot camp clients), to just… https://t.co/z85yXvX2zR",0.0
"Hey friends! 🌸
My girl @amandaozard has invited me to join her for a live discussion about how we think covid-19 will affect the future of our industry and dealing with change. This is not just for our hairstylist… https://t.co/8G8T42kBU5",0.33055555555555555
"For everyone suffering through this pandemic, free books and short stories, no coupon code needed! Just go to https://t.co/7cIaqPIBde and start downloading!

#covid_19😷 #covid #pandemic #payhip #freestuff #free… https://t.co/74pxm5m1Cc",0.06818181818181818
"STAY AT HOME ORDER GOT YOU DOWN?! ORDER IN SOME THAI AND THEN WATCH WESTWORLD THIS SUNDAY
.
Alright, it’s #BrianEats 2020 Covid edition. More takeout reviews to come. Local restaurants / small businesses only. First… https://t.co/F29KWMKHo2",-0.045
"❤ HELP MAKE A DIFFERENCE IN ARTISTS LIVES SO WE CAN CONTINUE TO HELP MAKE A DIFFERENCE IN YOURS. CONTRIBUTE TO THE ""COVID-19 ARTIST RELIEF FUND"" via SPOTIFY &amp; SUPPORT THE ARTISTS YOU LOVE. 
LINK TO CONTRIBUTE ON MY… https://t.co/ZrJWI1yegi",0.0
#coronavirus #humor @ Firehouse Grill https://t.co/rixtdydLAk,0.050925925925925916
"During a time of uncertainty with #COVID19, Gravity is offering weekly webinars to cultivate support for your wellbeing.
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
In these unstable times, within the context of virtual community, we can… https://t.co/wy70bMqJ0E",0.0
"It's official, Lance's youth baseball season has been canceled because of #Covid-19 

He is a little bummed but I guess on the positive side, we will have more time to fish and go camping together. 

#baseball… https://t.co/gaqLCQJAny",0.0
@premisedata has been collecting #covid19 data in over 100 countries since February. Check out our free global heath sites data. The free dataset inclues #afghanistan #brazil #colombia… https://t.co/nZVeVqMQkz,0.16666666666666666
"Great spot to meditate this fine Sunday. Be well, be happy! Keep that high vibration. #love #believe #staypositive #dtsp #stpete #meditate #covid-19 #socialdistancing @ Saint Petersburg, Florida https://t.co/jC6d50pyTW",-0.30000000000000004
". govkemp WHY CAN'T WE tour YOUR GOVERNOR'S MANSION WE PAY FOR since you Reopened Georgia?!? Your staff says it's remaining CLOSED &amp; ""not safe due to Covid19"". So why are you opening other… https://t.co/s374VVdppb",0.16666666666666666
"The OG millennials were doing stuff before it was advised by Mr. President. #parody #dieyoungparody #handsanitizer #purell #coronavirus #covid19 #коронавирус2020 @ Smyrna, Georgia https://t.co/fawfn5nObr",0.5753333333333334
"Two previously homeless families and a single woman have new “homes “ today! Because of the Covid-19 restrictions, they have been waiting for weeks to receive furniture. Yesterday we were able to deliver!
While we’ve… https://t.co/HzJGKYtZJr",0.0
I know the support from my village is real because you all continue to show me continuously and I’d like to keep my business going through this #COVID19 pandemic. I would love it if all of my friends could sow into… https://t.co/aOhxaxshQB,0.13933982683982685
"Thank you dws for joining us this morning to share a special announcement regarding this current crisis. 
#debbiewassermanschultz #paycheckprotectionprogram #coronavirus #covid_19 #thefaithcenter @ Sunrise, Florida https://t.co/Y9mNLcWEr4",0.0
"CROWN CHRONICLES- El reinato de Corona 

This system is dying. But you don’t have to die with it. Your mind is your greatest strength and tool to survive. Do not give in to bad energy and negative cycles. You can do… https://t.co/Ee7GgHYSKH",0.17857142857142858
"Amid COVID-19, scammers have increased their activity, taking advantage of our current vulnerable state. If you receive a job posting through email, and it sounds too good to be true, it likely is. The only official… https://t.co/55iHF7YOvp",0.35
"they live! I just stared at them for a solid minute, almost forgot about covid. @ Inwood Hill Park https://t.co/jLJA1OYJv9",0.02784090909090909
"Introducing Mugatu’s new “COVID Chic” look for the summer @ Beaverton, Oregon https://t.co/33b17Z5rDX",0.08522727272727272
Don't let Covid-19 stop remembering Mother's Day. You can call us 409-721-6760 and we will be happy to fill your order and with the option of Gift Wrap and have it ready for your pick up. You can also shop Monday… https://t.co/4rJV3IazEa,0.1
"Stop the spread of the coronavirus (COVID-19). @ Towson, Maryland https://t.co/obANVjoxfH",0.13636363636363635
"Mornings like this make me think I can survive #quarantine in the time of #coronavirus @ Mason City, Iowa https://t.co/Sd3uovuafu",0.5
"Drive-up COVID19 testing today. By appointment only. Prescreen via Telemedicine video consult with our doctors and medical providers only. If all criteria’s are met, you will be scheduled for the drive-up test. If… https://t.co/3v4CVI9Z30",0.0
"Prior to Covid-19 we took special care in cleaning the rooms, all handled and doorknobs. Now we are even more diligent. We are taking further steps for our spaces and surfaces. #casaflamboyantpr #puertorico… https://t.co/qwgUmZBpvG",0.0
Only one good thing that has come from the “c” virus. Corona series dianthus. The blooms are huge! #coronadianthus #dianthusflower #flowersmakeushappy @ Rhoads Garden Center Inc https://t.co/DdQl9hwPHK,0.2
"Yeah! #Nantucket
STAY HOME SAFE LIVES
Centers for Disease Control and Prevention
https://t.co/Y7tG93Mp4B
#Boston #Celtics #Bruins #RedSox #Patriots #massachusetts… https://t.co/aYxrjbDetK",0.0
Corona CA Sun Apr 26th AM Forecast: TODAY Mostly Sunny Hi 92 TONIGHT Partly Cloudy Lo 58,0.5
"This was on my Facebook today for an advertisement 😂😂🤷‍♂️  @bass_pro_shops is the COVID19 ban really changing your business model to those extremes?! #covid19 #somanyquestions #sports @ Westland, Michigan https://t.co/ySkov7BsY0",-0.075
"My baby girl, a beautiful bride! COVID-19 ruined their planned wedding, reception, everything...except their love and spirit. Wedding in their living room, parents only...Facebook Live… https://t.co/NAQa4l6JSy",0.15000000000000002
What Visiting friends and working looks like during #covid19. #newnormal #maskup #NHO @ Mountains Edge https://t.co/U1r6Yfq6xq,0.3
"First post corona custom piece; an all around diamond eternity band set in white gold. #soferdesign #diamondeternityband @ Manhattan, New York City https://t.co/USgZ9wbPN9",0.0
"Allegiant Stadium coming along nicely. 
.
.
.
.
#lasvegas #raiders #nfl #football #lasvegasraiders #2020 #allegiant #allegiantstadium #construction #raidersnation #socialdistancing #coronavirus #corona #covid_19… https://t.co/DvB4RRJxw2",0.5
"Shelter in place has a completely different meaning for “the pack”.  For #tuckershap #bowieshap #lucyshap and boonesie (cousin Boone from NYC), COVID-19 has created an inseparable bond @… https://t.co/9TBJ9V0PCI",0.6
"#YatusabesTVUSA Los Positivo Jesús Vuelve ALA Normalidad AL Mundo. #CoronaVirus God Is Good God Is Great 2020. #MillenniumPromotions #MelodyLove #LosPositivo #YananiStudiosFilm @ Lawrence, Massachusetts https://t.co/UjFpwWSYUt",0.0
"#TrumpKillsVeterans…Chief VA physician: 'I had 5 million masks incoming that disappeared'… THEY WENT TO JARED'S! #StopPPESeizures!
 https://t.co/evbXFAn6Aa #Masks #N95 #PPE #PPEseizures #PPENOW #TrumpHatesTheTroops #TrumpHatesVeterans #Veterans #TrumpVirus #COVID19 #Coronavirus",0.08181818181818183
Thanks to refuahhealth for giving me the opportunity to save other precious lives fighting the #covid19 may heshem bring a full recovery to all #blooddonation #savinglives #youcandoit #hudsonvalleybloodservices @… https://t.co/OXpFPvyj0m,0.13636363636363635
"My morning coffee view is pretty good. #fivemilespokane #Sundaymorning #coffeeonthedeck #nature #Spokane #hellospring #covid19 @ Five Mile Prairie, Spokane, Washington https://t.co/6wydi5leEk",0.0
RUTH'S CHRIS HARTFORD has temporarily closed due to the ongoing Covid-19 crisis to safeguard you and your guests as well as their staff! View letter https://t.co/J5FrRnPIFh Check Online for Updates… https://t.co/B2Bo66B83q,0.23125
"Step by step, block by block, letter by letter, Postal carriers keep Americans safe at home during coronavirus as they are helping customers ride out the coronavirus outbreak from the safety of their… https://t.co/DaQ7GotCnk",0.475
"Q&amp;A: What it's like to work at a Silicon Valley grocery store amid coronavirus: Q&amp;A: What it's like to work at a Silicon Valley grocery store amid coronavirus. As a front line worker, she showers and does laundry as soon as she ... https://t.co/hh9sZx5anv",-0.128125
"A new addition for our Covid Shipping Sets will be on the Website by Weds! 

#covidcookies #nutfreebakery #sesamefreebackery #purell #safetoeat #funtogive #paintedcookiect @ The Painted Cookie CT https://t.co/pyIxZJS3pi",0.05
"View today's service at 11:30 AM!

 Please read, study, and meditate on Numbers 14:5-9! I will be sharing a message in 30 minutes entitled, “Don’t Be Afraid to Defeat the Coronavirus Madness.” @ Bethlehem Baptist… https://t.co/uj48v9V74L",-0.5
"Gotta coordinate.

#quarenteners #selfie #covid #coronavirus #live #localmatters #staysafe #socialdistancing #mask #customade #blackman #greyhair #dope #needahaircut @ New York, New York https://t.co/TnQ9R4L2qW",0.17045454545454544
"Repost for @odditytattoo #Repost @DeviledArt with @get_repost
・・・
Day #3 Auction bid starts at only $50!! Help support Sarasota service workers! 
With the closure of bars and restaurants due to COVID 19, service… https://t.co/dGKVmrUoxU",-0.6
Corona Mona: The Sequel LIVE today 4pmEST! Mona takes over your big screen again! Join mtverm (thx for pic!) &amp; a bevy of crazy cats for laughs with Mona! LIVE here and YouTube (link in bio)! #corona #coronamona… https://t.co/ebN9pBn1ZL,-0.0625
"Check out @lordofemotion 's latest song ""Corona Virus"" as well as his nomination for you all to do his #coronachallenge DM HIM FOR MORE INFO!

Remember to turn on notifications and we'll keep hooking you up with… https://t.co/1HgIGXvx0q",-0.10227272727272728
"Join Dr. Jazmine Highsmith and I on May 1, 2020 at 5p CST/6p EST to discuss #NCAA #Eligibility: Traditional #Rules, #COVID-19, and #Strategic #Planning.

Registration Links:

FB:… https://t.co/RzcV09klWR",0.13636363636363635
"GOOD way to wear a mask. BUENA manera de usar una máscara. NO #coronavirus 185,500 died worldwide.. Recommendations for flu prevention are given only at RealValue Patients Pharmacy. At this #covid19 time the most… https://t.co/yG7ptQqIAD",0.16666666666666666
"THE GLITTERMOON SPREAD SOME LOVE PROJECT💚 
As the Coronavirus pandemic began to rage and tragic stories of heartbreak and death etched themselves upon our consciousness, I found myself waking up at 4 AM every night… https://t.co/ybNfKGutzv",0.0
"Free Insurance Quote State: Deaths associated with coronavirus now stand at 1,550 https://t.co/P0sQCFPhhT Call 270-360-9600 https://t.co/U2rb10gHId",0.4
"Worshipping with our church family. Thank you @sbchouston sbcnorth #coronavirus @ Kingwood, Texas https://t.co/52DK6gXBGZ",0.5
"Day 42 of the Coronavirus Quarantine.

A page from the book 'Alice in Tumblr-Land &amp; Other Fairy Tales for a New Generation'

The Three Billy Goats Gruff

Stay safe, stay sane, and stay… https://t.co/TJoWGjhqXW",-0.07999999999999999
"Sunday mornings during COVID-19 @ San Diego, California https://t.co/7abXEJDLfp",0.17045454545454544
